atc_A	atc_class_name_A	atc_B	atc_class_name_B	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_N1
D04	Antipruritics, including antihistamines, anesthetics, etc.	M01	Anti-inflammatory and antirheumatic products	17018	135	0.0079	0	0.924
D10	Anti-acne preparations	V03	All other therapeutic products	16934	<100	 	0	0.348
D10	Anti-acne preparations	H05	Calcium homeostasis	16762	391	0.0233	0	0.413
A06	Drugs for constipation	N01	Anesthetics	16595	<100	 	0	2.713
D11	Other dermatological preparations	V03	All other therapeutic products	16565	<100	 	0	0.84
D08	Antiseptics and disinfectants	M03	Muscle relaxants	16509	100	0.0061	0	1.356
L02	Endocrine therapy	N01	Anesthetics	16478	119	0.0072	0	2.317
A10	Drugs used in diabetes	B05	Blood substitutes and perfusion solutions	16432	<100	 	0	1.116
D10	Anti-acne preparations	N01	Anesthetics	16338	171	0.0105	0	0.975
A05	Bile and liver therapy	N07	Other nervous system drugs	16295	369	0.0226	0	2.362
B02	Antihemorrhagics	C03	Diuretics	16259	1162	0.0715	0	0.531
B02	Antihemorrhagics	N05	Psycholeptics	16237	1450	0.0893	0	0.821
A03	Drugs for functional gastrointestinal disorders	R02	Throat preparations	16227	<100	 	0	0.813
N01	Anesthetics	N07	Other nervous system drugs	16187	158	0.0098	0	2.708
A05	Bile and liver therapy	C02	Antihypertensives	16171	229	0.0142	0	1.28
A16	Other alimentary tract and metabolism products	R01	Nasal preparations	16139	786	0.0487	0	0.959
D04	Antipruritics, including antihistamines, anesthetics, etc.	H03	Thyroid therapy	16033	<100	 	0	0.458
D06	Antibiotics and chemotherapeutics for dermatological use	H01	Pituitary and hypothalamic hormones and analogues	16010	1391	0.0869	0	0.742
B03	Antianemic preparations	C01	Cardiac therapy	16001	<100	 	0	5.992
A02	Drugs for acid related disorders	J06	Immune sera and immunoglobulins	15994	7587	0.4744	0	1.939
M05	Drugs for treatment of bone diseases	N01	Anesthetics	15956	120	0.0075	0	0.696
B02	Antihemorrhagics	C09	Agents acting on the renin-angiotensin system	15954	1139	0.0714	0	0.426
B03	Antianemic preparations	M04	Antigout preparations	15951	<100	 	0	8.371
L02	Endocrine therapy	L03	Immunostimulants	15904	1508	0.0948	0	0.91
A09	Digestives, including enzymes	H02	Corticosteroids for systemic use	15888	422	0.0266	0	1.718
A12	Mineral supplements	D06	Antibiotics and chemotherapeutics for dermatological use	15869	461	0.0291	0	0.95
B03	Antianemic preparations	N03	Antiepileptics	15863	136	0.0086	0	1.933
A04	Antiemetics and antinauseants	A08	Antiobesity preparations, excluding diet products	15858	849	0.0535	0	0.894
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	A16	Other alimentary tract and metabolism products	15834	776	0.049	0	2.819
C02	Antihypertensives	L03	Immunostimulants	15822	343	0.0217	0	0.588
A12	Mineral supplements	D01	Antifungals for dermatological use	15766	374	0.0237	0	0.87
B03	Antianemic preparations	G04	Urologicals	15764	<100	 	0	2.716
A01	Stomatological preparations	H01	Pituitary and hypothalamic hormones and analogues	15756	3180	0.2018	0	0.959
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	A09	Digestives, including enzymes	15676	514	0.0328	0	2.305
B06	Other hematological agents	N03	Antiepileptics	15633	<100	 	0	3.343
D10	Anti-acne preparations	L03	Immunostimulants	15619	1002	0.0642	0	0.379
B05	Blood substitutes and perfusion solutions	N02	Analgesics	15515	<100	 	0	1.154
C03	Diuretics	P02	Anthelmintics	15494	392	0.0253	0	0.22
M05	Drugs for treatment of bone diseases	V03	All other therapeutic products	15334	149	0.0097	0	0.23
J04	Antimycobacterials	M02	Topical products for joint and muscular pain	15316	535	0.0349	0	0.783
A05	Bile and liver therapy	J04	Antimycobacterials	15251	1026	0.0673	0	8.822
G02	Other gynecologicals	N05	Psycholeptics	15188	225	0.0148	0	0.863
D10	Anti-acne preparations	R02	Throat preparations	15148	<100	 	0	0.588
C04	Peripheral vasodilators	M02	Topical products for joint and muscular pain	15049	175	0.0116	0	2.087
A16	Other alimentary tract and metabolism products	C09	Agents acting on the renin-angiotensin system	15008	490	0.0326	0	0.3
H02	Corticosteroids for systemic use	H04	Pancreatic hormones	15005	<100	 	0	1.045
B03	Antianemic preparations	C02	Antihypertensives	14989	<100	 	0	13.417
A02	Drugs for acid related disorders	G02	Other gynecologicals	14956	756	0.0505	0	0.823
C01	Cardiac therapy	H04	Pancreatic hormones	14918	<100	 	0	1.566
A01	Stomatological preparations	N01	Anesthetics	14877	104	0.007	0	1.542
B02	Antihemorrhagics	H03	Thyroid therapy	14876	3332	0.224	0	0.879
C04	Peripheral vasodilators	D11	Other dermatological preparations	14814	165	0.0111	0	3.371
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D03	Preparations for treatment of wounds and ulcers	14766	<100	 	0	2.841
A04	Antiemetics and antinauseants	H01	Pituitary and hypothalamic hormones and analogues	14718	944	0.0641	0	1.241
P02	Anthelmintics	R06	Antihistamines for systemic use	14612	1402	0.0959	0	0.805
A10	Drugs used in diabetes	D04	Antipruritics, including antihistamines, anesthetics, etc.	14609	<100	 	0	0.278
B01	Antithrombotic agents	R02	Throat preparations	14589	<100	 	0	0.195
A11	Vitamins	C04	Peripheral vasodilators	14565	168	0.0115	0	1.954
A14	Anabolic agents for systemic use	G03	Sex hormones and modulators of the genital system	14442	445	0.0308	0	1.671
C05	Vasoprotectives	J04	Antimycobacterials	14343	942	0.0657	0	1.745
B05	Blood substitutes and perfusion solutions	N03	Antiepileptics	14293	<100	 	0	2.113
A16	Other alimentary tract and metabolism products	C07	Beta blocking agents	14282	428	0.03	0	0.476
C04	Peripheral vasodilators	G01	Gynecological antiinfectives and antiseptics	14281	184	0.0129	0	1.081
D06	Antibiotics and chemotherapeutics for dermatological use	P03	Ectoparasiticides, including scabicides, insecticides and repellents	14254	1462	0.1026	0	1.15
J04	Antimycobacterials	N04	Anti-parkinson drugs	14219	310	0.0218	0	0.533
A16	Other alimentary tract and metabolism products	C10	Lipid modifying agents	14155	308	0.0218	0	0.248
B05	Blood substitutes and perfusion solutions	N06	Psychoanaleptics	14114	<100	 	0	0.549
P02	Anthelmintics	R05	Cough and cold preparations	14105	<100	 	0	0.471
C02	Antihypertensives	J04	Antimycobacterials	14104	217	0.0154	0	0.734
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D08	Antiseptics and disinfectants	14058	<100	 	0	1.381
A14	Anabolic agents for systemic use	N06	Psychoanaleptics	14056	935	0.0665	0	1.336
C01	Cardiac therapy	P03	Ectoparasiticides, including scabicides, insecticides and repellents	13981	170	0.0122	0	0.546
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D04	Antipruritics, including antihistamines, anesthetics, etc.	13922	148	0.0106	0	1.6
C08	Calcium channel blockers	D04	Antipruritics, including antihistamines, anesthetics, etc.	13913	<100	 	0	0.437
D04	Antipruritics, including antihistamines, anesthetics, etc.	N03	Antiepileptics	13886	<100	 	0	0.576
B06	Other hematological agents	H03	Thyroid therapy	13771	<100	 	0	2.032
A14	Anabolic agents for systemic use	N05	Psycholeptics	13690	200	0.0146	0	2.919
D01	Antifungals for dermatological use	H01	Pituitary and hypothalamic hormones and analogues	13656	1062	0.0778	0	0.584
D03	Preparations for treatment of wounds and ulcers	M03	Muscle relaxants	13582	<100	 	0	2.185
D10	Anti-acne preparations	P03	Ectoparasiticides, including scabicides, insecticides and repellents	13576	1577	0.1162	0	0.828
C07	Beta blocking agents	P02	Anthelmintics	13522	515	0.0381	0	0.262
A04	Antiemetics and antinauseants	A12	Mineral supplements	13512	185	0.0137	0	1.47
B03	Antianemic preparations	R05	Cough and cold preparations	13478	<100	 	0	1.469
P01	Antiprotozoals	P03	Ectoparasiticides, including scabicides, insecticides and repellents	13474	1170	0.0868	0	0.957
B05	Blood substitutes and perfusion solutions	M04	Antigout preparations	13447	<100	 	0	8.562
A02	Drugs for acid related disorders	B02	Antihemorrhagics	13339	1410	0.1057	0	0.653
A16	Other alimentary tract and metabolism products	G03	Sex hormones and modulators of the genital system	13329	1677	0.1258	0	0.274
A09	Digestives, including enzymes	S01	Ophthalmologicals	13291	210	0.0158	0	1.346
G02	Other gynecologicals	N03	Antiepileptics	13235	207	0.0156	0	1.275
N03	Antiepileptics	P02	Anthelmintics	13207	885	0.067	0	0.493
B02	Antihemorrhagics	M01	Anti-inflammatory and antirheumatic products	13120	2323	0.1771	0	1.473
A05	Bile and liver therapy	M02	Topical products for joint and muscular pain	13111	320	0.0244	0	1.02
D08	Antiseptics and disinfectants	M04	Antigout preparations	13070	<100	 	0	1.995
A01	Stomatological preparations	L03	Immunostimulants	13046	1090	0.0836	0	0.55
A05	Bile and liver therapy	D05	Antipsoriatics	13032	375	0.0288	0	3.632
B06	Other hematological agents	C08	Calcium channel blockers	12938	<100	 	0	2.097
D03	Preparations for treatment of wounds and ulcers	D06	Antibiotics and chemotherapeutics for dermatological use	12889	290	0.0225	0	5.675
A12	Mineral supplements	D05	Antipsoriatics	12832	304	0.0237	0	3.13
B05	Blood substitutes and perfusion solutions	N05	Psycholeptics	12822	<100	 	0	1.118
A16	Other alimentary tract and metabolism products	C03	Diuretics	12719	274	0.0215	0	0.311
A16	Other alimentary tract and metabolism products	R06	Antihistamines for systemic use	12672	803	0.0634	0	1.202
B03	Antianemic preparations	R03	Drugs for obstructive airway diseases	12654	<100	 	0	1.147
B06	Other hematological agents	R05	Cough and cold preparations	12630	<100	 	0	2.416
A09	Digestives, including enzymes	R06	Antihistamines for systemic use	12506	187	0.015	0	0.98
D08	Antiseptics and disinfectants	S02	Otologicals	12424	180	0.0145	0	1.593
D03	Preparations for treatment of wounds and ulcers	M01	Anti-inflammatory and antirheumatic products	12383	178	0.0144	0	1.126
H01	Pituitary and hypothalamic hormones and analogues	P01	Antiprotozoals	12100	573	0.0474	0	0.494
B06	Other hematological agents	G04	Urologicals	12091	<100	 	0	3.657
H05	Calcium homeostasis	J02	Antimycotics for systemic use	11976	208	0.0174	0	1.195
L03	Immunostimulants	N01	Anesthetics	11932	<100	 	0	5.689
H01	Pituitary and hypothalamic hormones and analogues	N07	Other nervous system drugs	11916	371	0.0311	0	1.172
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	P02	Anthelmintics	11915	1434	0.1204	0	1.232
D03	Preparations for treatment of wounds and ulcers	G01	Gynecological antiinfectives and antiseptics	11879	165	0.0139	0	3.247
D05	Antipsoriatics	D09	Medicated dressings	11843	253	0.0214	0	0.948
A12	Mineral supplements	C05	Vasoprotectives	11788	191	0.0162	0	1.91
A06	Drugs for constipation	A12	Mineral supplements	11750	327	0.0278	0	1.457
B02	Antihemorrhagics	R05	Cough and cold preparations	11734	<100	 	0	0.899
A03	Drugs for functional gastrointestinal disorders	A09	Digestives, including enzymes	11697	457	0.0391	0	3.839
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	H04	Pancreatic hormones	11677	<100	 	0	1.106
B02	Antihemorrhagics	C07	Beta blocking agents	11650	1004	0.0862	0	0.519
A09	Digestives, including enzymes	L04	Immunosuppressants	11541	191	0.0165	0	2.601
A08	Antiobesity preparations, excluding diet products	L02	Endocrine therapy	11408	959	0.0841	0	0.63
C04	Peripheral vasodilators	N07	Other nervous system drugs	11372	228	0.02	0	2.94
D07	Corticosteroids, dermatological preparations	H04	Pancreatic hormones	11353	113	0.01	0	0.806
C04	Peripheral vasodilators	D06	Antibiotics and chemotherapeutics for dermatological use	11337	236	0.0208	0	1.382
B03	Antianemic preparations	D05	Antipsoriatics	11296	158	0.014	0	35.597
A09	Digestives, including enzymes	M01	Anti-inflammatory and antirheumatic products	11198	353	0.0315	0	0.778
H04	Pancreatic hormones	M01	Anti-inflammatory and antirheumatic products	11160	<100	 	0	0.499
D11	Other dermatological preparations	J04	Antimycobacterials	11150	550	0.0493	0	0.935
L01	Antineoplastic agents	P03	Ectoparasiticides, including scabicides, insecticides and repellents	11138	476	0.0427	0	0.644
C05	Vasoprotectives	N01	Anesthetics	11129	<100	 	0	2.378
D03	Preparations for treatment of wounds and ulcers	G03	Sex hormones and modulators of the genital system	11093	261	0.0235	0	0.246
J02	Antimycotics for systemic use	L03	Immunostimulants	11024	427	0.0387	0	1.084
J02	Antimycotics for systemic use	V03	All other therapeutic products	11016	257	0.0233	0	0.917
C05	Vasoprotectives	L03	Immunostimulants	10991	404	0.0368	0	0.955
C04	Peripheral vasodilators	L02	Endocrine therapy	10965	777	0.0709	0	2.383
A09	Digestives, including enzymes	M03	Muscle relaxants	10952	107	0.0098	0	1.346
B05	Blood substitutes and perfusion solutions	H03	Thyroid therapy	10939	<100	 	0	1.116
A08	Antiobesity preparations, excluding diet products	C05	Vasoprotectives	10930	575	0.0526	0	0.917
B06	Other hematological agents	C01	Cardiac therapy	10904	<100	 	0	7.168
D03	Preparations for treatment of wounds and ulcers	M04	Antigout preparations	10876	<100	 	0	3.251
A05	Bile and liver therapy	L02	Endocrine therapy	10853	690	0.0636	0	1.322
A16	Other alimentary tract and metabolism products	M03	Muscle relaxants	10817	192	0.0177	0	1.61
B03	Antianemic preparations	S01	Ophthalmologicals	10754	<100	 	0	2.502
B05	Blood substitutes and perfusion solutions	G04	Urologicals	10642	<100	 	0	2.225
J04	Antimycobacterials	N07	Other nervous system drugs	10583	297	0.0281	0	1.008
B03	Antianemic preparations	R01	Nasal preparations	10559	105	0.0099	0	1.19
A01	Stomatological preparations	V03	All other therapeutic products	10500	<100	 	0	0.375
L02	Endocrine therapy	V03	All other therapeutic products	10473	122	0.0116	0	0.507
A06	Drugs for constipation	J04	Antimycobacterials	10464	443	0.0423	0	0.974
B02	Antihemorrhagics	C10	Lipid modifying agents	10436	945	0.0906	0	0.244
D03	Preparations for treatment of wounds and ulcers	D07	Corticosteroids, dermatological preparations	10378	113	0.0109	0	1.497
B06	Other hematological agents	R03	Drugs for obstructive airway diseases	10369	<100	 	0	1.65
H01	Pituitary and hypothalamic hormones and analogues	M04	Antigout preparations	10333	229	0.0222	0	0.325
M05	Drugs for treatment of bone diseases	P03	Ectoparasiticides, including scabicides, insecticides and repellents	10247	299	0.0292	0	0.457
A09	Digestives, including enzymes	C01	Cardiac therapy	10212	<100	 	0	1.664
D04	Antipruritics, including antihistamines, anesthetics, etc.	J05	Antivirals for systemic use	10194	867	0.0851	0	1.433
A09	Digestives, including enzymes	D07	Corticosteroids, dermatological preparations	10191	217	0.0213	0	1.123
J01	Antibacterials for systemic use	J06	Immune sera and immunoglobulins	10168	3220	0.3167	0	0.915
A12	Mineral supplements	N07	Other nervous system drugs	10136	154	0.0152	0	1.286
D04	Antipruritics, including antihistamines, anesthetics, etc.	M03	Muscle relaxants	10130	<100	 	0	0.973
A14	Anabolic agents for systemic use	C10	Lipid modifying agents	10084	<100	 	0	0.995
J02	Antimycotics for systemic use	P03	Ectoparasiticides, including scabicides, insecticides and repellents	9979	1269	0.1272	0	2.466
A09	Digestives, including enzymes	S02	Otologicals	9927	154	0.0155	0	1.904
A08	Antiobesity preparations, excluding diet products	J02	Antimycotics for systemic use	9888	926	0.0936	0	0.939
A12	Mineral supplements	D10	Anti-acne preparations	9848	365	0.0371	0	0.446
A12	Mineral supplements	L02	Endocrine therapy	9833	387	0.0394	0	1.048
A03	Drugs for functional gastrointestinal disorders	A16	Other alimentary tract and metabolism products	9827	210	0.0214	0	3.906
A03	Drugs for functional gastrointestinal disorders	H04	Pancreatic hormones	9750	<100	 	0	2.061
H04	Pancreatic hormones	L04	Immunosuppressants	9730	<100	 	0	1.412
B01	Antithrombotic agents	B05	Blood substitutes and perfusion solutions	9716	<100	 	0	2.367
A10	Drugs used in diabetes	P02	Anthelmintics	9656	696	0.0721	0	0.166
D09	Medicated dressings	H05	Calcium homeostasis	9621	224	0.0233	0	1.159
A09	Digestives, including enzymes	D05	Antipsoriatics	9614	<100	 	0	13.185
C04	Peripheral vasodilators	C05	Vasoprotectives	9602	<100	 	0	3.17
B02	Antihemorrhagics	R01	Nasal preparations	9599	1091	0.1137	0	0.761
B03	Antianemic preparations	H05	Calcium homeostasis	9570	107	0.0112	0	45.383
H04	Pancreatic hormones	M03	Muscle relaxants	9570	<100	 	0	0.758
L04	Immunosuppressants	P03	Ectoparasiticides, including scabicides, insecticides and repellents	9551	481	0.0504	0	0.516
B03	Antianemic preparations	G03	Sex hormones and modulators of the genital system	9511	532	0.0559	0	0.371
D11	Other dermatological preparations	H01	Pituitary and hypothalamic hormones and analogues	9393	437	0.0465	0	0.813
A06	Drugs for constipation	C04	Peripheral vasodilators	9361	<100	 	0	2.365
A11	Vitamins	H04	Pancreatic hormones	9361	107	0.0114	0	2.231
A05	Bile and liver therapy	D10	Anti-acne preparations	9338	268	0.0287	0	0.483
A08	Antiobesity preparations, excluding diet products	C02	Antihypertensives	9310	290	0.0311	0	0.334
A04	Antiemetics and antinauseants	H04	Pancreatic hormones	9228	195	0.0211	0	3.637
A01	Stomatological preparations	P03	Ectoparasiticides, including scabicides, insecticides and repellents	9216	1246	0.1352	0	0.977
D03	Preparations for treatment of wounds and ulcers	N04	Anti-parkinson drugs	9216	<100	 	0	3.387
D11	Other dermatological preparations	L03	Immunostimulants	9185	321	0.0349	0	0.55
C02	Antihypertensives	D08	Antiseptics and disinfectants	9093	<100	 	0	2.368
D08	Antiseptics and disinfectants	L04	Immunosuppressants	9033	162	0.0179	0	1.36
B02	Antihemorrhagics	N03	Antiepileptics	9014	635	0.0704	0	0.772
P01	Antiprotozoals	P02	Anthelmintics	8973	1392	0.1551	0	1.87
G01	Gynecological antiinfectives and antiseptics	P02	Anthelmintics	8956	715	0.0798	0	1.316
C01	Cardiac therapy	R02	Throat preparations	8943	<100	 	0	0.223
