atc_A	atc_class_name_A	atc_B	atc_class_name_B	atc_C	atc_class_name_C	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
J05	Antivirals for systemic use	R06	Antihistamines for systemic use	S02	Otologicals	55115	1152	0.0209	0	1.974	1.285
A06	Drugs for constipation	G04	Urologicals	M03	Muscle relaxants	55102	300	0.0054	0	4.692	2.514
D05	Antipsoriatics	D07	Corticosteroids, dermatological preparations	M01	Anti-inflammatory and antirheumatic products	55101	3373	0.0612	0	7.665	1.01
L04	Immunosuppressants	M02	Topical products for joint and muscular pain	R03	Drugs for obstructive airway diseases	55095	374	0.0068	0	2.484	1.17
A06	Drugs for constipation	C09	Agents acting on the renin-angiotensin system	L01	Antineoplastic agents	55090	383	0.007	0	2.029	1.346
B01	Antithrombotic agents	H05	Calcium homeostasis	R05	Cough and cold preparations	55060	<100	 	0	6.239	1.81
A12	Mineral supplements	C10	Lipid modifying agents	R05	Cough and cold preparations	55035	<100	 	0	1.898	1.204
D07	Corticosteroids, dermatological preparations	G04	Urologicals	P01	Antiprotozoals	55025	663	0.012	0	1.785	1.372
D09	Medicated dressings	N05	Psycholeptics	R01	Nasal preparations	55021	635	0.0115	0	1.392	1.343
A01	Stomatological preparations	C10	Lipid modifying agents	M03	Muscle relaxants	55015	397	0.0072	0	0.573	0.647
D05	Antipsoriatics	M04	Antigout preparations	N06	Psychoanaleptics	55015	177	0.0032	0	3.185	0.754
C02	Antihypertensives	D11	Other dermatological preparations	R01	Nasal preparations	55010	1259	0.0229	0	8.744	1.353
A01	Stomatological preparations	M01	Anti-inflammatory and antirheumatic products	N03	Antiepileptics	55008	892	0.0162	0	1.186	0.81
C03	Diuretics	G03	Sex hormones and modulators of the genital system	L02	Endocrine therapy	54998	1527	0.0278	0	0.15	0.126
L02	Endocrine therapy	R05	Cough and cold preparations	S01	Ophthalmologicals	54966	356	0.0065	0	2.097	1.122
G03	Sex hormones and modulators of the genital system	N07	Other nervous system drugs	S01	Ophthalmologicals	54957	815	0.0148	0	0.893	0.52
C05	Vasoprotectives	C08	Calcium channel blockers	M01	Anti-inflammatory and antirheumatic products	54951	359	0.0065	0	1.851	1.333
J05	Antivirals for systemic use	N02	Analgesics	N04	Anti-parkinson drugs	54951	314	0.0057	0	0.981	0.816
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C02	Antihypertensives	G04	Urologicals	54948	251	0.0046	0	3.127	1.581
B01	Antithrombotic agents	C02	Antihypertensives	M05	Drugs for treatment of bone diseases	54948	133	0.0024	0	4.609	1.445
A11	Vitamins	B01	Antithrombotic agents	C02	Antihypertensives	54931	<100	 	0	9.169	2.874
G03	Sex hormones and modulators of the genital system	L03	Immunostimulants	N02	Analgesics	54929	1386	0.0252	0	0.67	0.658
C04	Peripheral vasodilators	C09	Agents acting on the renin-angiotensin system	H03	Thyroid therapy	54915	240	0.0044	0	3.4	1.652
H02	Corticosteroids for systemic use	H05	Calcium homeostasis	N05	Psycholeptics	54883	175	0.0032	0	5.078	2.055
C03	Diuretics	M05	Drugs for treatment of bone diseases	N07	Other nervous system drugs	54867	295	0.0054	0	1.95	1.42
D06	Antibiotics and chemotherapeutics for dermatological use	H02	Corticosteroids for systemic use	M04	Antigout preparations	54866	270	0.0049	0	6.042	1.05
A06	Drugs for constipation	C01	Cardiac therapy	G04	Urologicals	54831	212	0.0039	0	6.191	2.765
J01	Antibacterials for systemic use	N07	Other nervous system drugs	P01	Antiprotozoals	54828	1166	0.0213	0	3.454	1.205
A12	Mineral supplements	N02	Analgesics	N03	Antiepileptics	54825	363	0.0066	0	3.895	2.091
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D11	Other dermatological preparations	R01	Nasal preparations	54808	1151	0.021	0	3.288	1.49
D01	Antifungals for dermatological use	D07	Corticosteroids, dermatological preparations	J05	Antivirals for systemic use	54805	1610	0.0294	0	4.466	2.021
L04	Immunosuppressants	M03	Muscle relaxants	N07	Other nervous system drugs	54788	558	0.0102	0	14.346	3.856
C08	Calcium channel blockers	M02	Topical products for joint and muscular pain	S02	Otologicals	54783	387	0.0071	0	2.141	1.533
C01	Cardiac therapy	L04	Immunosuppressants	P01	Antiprotozoals	54777	879	0.016	0	7.895	1.237
C03	Diuretics	D09	Medicated dressings	N03	Antiepileptics	54758	222	0.0041	0	0.968	1.079
C01	Cardiac therapy	G01	Gynecological antiinfectives and antiseptics	H02	Corticosteroids for systemic use	54750	326	0.006	0	2.671	1.571
D06	Antibiotics and chemotherapeutics for dermatological use	L01	Antineoplastic agents	N03	Antiepileptics	54750	563	0.0103	0	3.121	1.899
C01	Cardiac therapy	C08	Calcium channel blockers	J05	Antivirals for systemic use	54748	572	0.0104	0	0.855	0.322
J05	Antivirals for systemic use	N03	Antiepileptics	P01	Antiprotozoals	54741	860	0.0157	0	2.049	1.569
C05	Vasoprotectives	M01	Anti-inflammatory and antirheumatic products	N03	Antiepileptics	54735	403	0.0074	0	2.433	1.662
H05	Calcium homeostasis	L04	Immunosuppressants	N02	Analgesics	54716	173	0.0032	0	8.995	2.224
C10	Lipid modifying agents	D11	Other dermatological preparations	M02	Topical products for joint and muscular pain	54710	1125	0.0206	0	2.523	1.466
A10	Drugs used in diabetes	N07	Other nervous system drugs	R06	Antihistamines for systemic use	54691	216	0.0039	0	0.987	0.827
C01	Cardiac therapy	L04	Immunosuppressants	M05	Drugs for treatment of bone diseases	54688	278	0.0051	0	4.949	1.836
B01	Antithrombotic agents	L02	Endocrine therapy	R03	Drugs for obstructive airway diseases	54685	319	0.0058	0	1.498	1.154
D11	Other dermatological preparations	M01	Anti-inflammatory and antirheumatic products	N03	Antiepileptics	54685	583	0.0107	0	1.675	1.144
D11	Other dermatological preparations	G04	Urologicals	L04	Immunosuppressants	54672	1305	0.0239	0	7.686	1.026
J01	Antibacterials for systemic use	M04	Antigout preparations	N04	Anti-parkinson drugs	54659	169	0.0031	0	1.045	0.906
A02	Drugs for acid related disorders	C02	Antihypertensives	P01	Antiprotozoals	54651	304	0.0056	0	2.531	1.654
C02	Antihypertensives	C07	Beta blocking agents	D06	Antibiotics and chemotherapeutics for dermatological use	54627	291	0.0053	0	2.613	0.91
C09	Agents acting on the renin-angiotensin system	H05	Calcium homeostasis	M05	Drugs for treatment of bone diseases	54612	765	0.014	0	4.592	1.63
H02	Corticosteroids for systemic use	N07	Other nervous system drugs	R06	Antihistamines for systemic use	54604	261	0.0048	0	4.375	2.241
C03	Diuretics	D01	Antifungals for dermatological use	N04	Anti-parkinson drugs	54595	153	0.0028	0	1.274	1.283
A06	Drugs for constipation	C02	Antihypertensives	C10	Lipid modifying agents	54589	512	0.0094	0	2.845	1.782
A01	Stomatological preparations	M01	Anti-inflammatory and antirheumatic products	R01	Nasal preparations	54586	1371	0.0251	0	1.089	0.967
A10	Drugs used in diabetes	H03	Thyroid therapy	V03	All other therapeutic products	54585	214	0.0039	0	1.11	1.37
C01	Cardiac therapy	C09	Agents acting on the renin-angiotensin system	D10	Anti-acne preparations	54577	202	0.0037	0	0.496	0.252
D05	Antipsoriatics	N03	Antiepileptics	R05	Cough and cold preparations	54575	<100	 	0	2.494	1.498
C09	Agents acting on the renin-angiotensin system	D11	Other dermatological preparations	G01	Gynecological antiinfectives and antiseptics	54567	313	0.0057	0	1.568	0.994
A04	Antiemetics and antinauseants	D06	Antibiotics and chemotherapeutics for dermatological use	N06	Psychoanaleptics	54561	704	0.0129	0	2.076	1.279
C08	Calcium channel blockers	D09	Medicated dressings	M01	Anti-inflammatory and antirheumatic products	54546	476	0.0087	0	2.51	0.758
A10	Drugs used in diabetes	M02	Topical products for joint and muscular pain	S02	Otologicals	54542	601	0.011	0	1.293	1.055
A03	Drugs for functional gastrointestinal disorders	G04	Urologicals	M04	Antigout preparations	54534	146	0.0027	0	4.062	1.811
C10	Lipid modifying agents	J05	Antivirals for systemic use	N04	Anti-parkinson drugs	54529	1027	0.0188	0	0.529	0.544
C05	Vasoprotectives	N03	Antiepileptics	R06	Antihistamines for systemic use	54524	200	0.0037	0	2.734	2.09
C04	Peripheral vasodilators	C09	Agents acting on the renin-angiotensin system	N03	Antiepileptics	54521	207	0.0038	0	4.892	2.137
J05	Antivirals for systemic use	N03	Antiepileptics	S02	Otologicals	54514	796	0.0146	0	1.321	1.466
A03	Drugs for functional gastrointestinal disorders	C03	Diuretics	J05	Antivirals for systemic use	54513	219	0.004	0	0.862	0.831
C01	Cardiac therapy	D11	Other dermatological preparations	S01	Ophthalmologicals	54500	194	0.0036	0	7.482	2.398
A02	Drugs for acid related disorders	A05	Bile and liver therapy	H02	Corticosteroids for systemic use	54471	524	0.0096	0	10.242	3.641
C08	Calcium channel blockers	D10	Anti-acne preparations	N03	Antiepileptics	54465	265	0.0049	0	0.391	0.382
A04	Antiemetics and antinauseants	D01	Antifungals for dermatological use	G03	Sex hormones and modulators of the genital system	54457	1359	0.025	0	2.325	0.991
C02	Antihypertensives	D11	Other dermatological preparations	R03	Drugs for obstructive airway diseases	54457	689	0.0127	0	6.962	1.078
A10	Drugs used in diabetes	L04	Immunosuppressants	N04	Anti-parkinson drugs	54424	234	0.0043	0	1.112	1.159
C05	Vasoprotectives	C08	Calcium channel blockers	R06	Antihistamines for systemic use	54421	226	0.0042	0	2.068	1.489
G03	Sex hormones and modulators of the genital system	N01	Anesthetics	N06	Psychoanaleptics	54414	3469	0.0638	0	0.853	0.778
A05	Bile and liver therapy	H02	Corticosteroids for systemic use	L04	Immunosuppressants	54412	2679	0.0492	0	76.103	9.366
C02	Antihypertensives	L01	Antineoplastic agents	N05	Psycholeptics	54406	313	0.0058	0	2.119	1.54
L01	Antineoplastic agents	R03	Drugs for obstructive airway diseases	S02	Otologicals	54380	322	0.0059	0	1.315	1.032
G01	Gynecological antiinfectives and antiseptics	N04	Anti-parkinson drugs	R05	Cough and cold preparations	54335	<100	 	0	2.003	1.237
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	B01	Antithrombotic agents	D01	Antifungals for dermatological use	54324	209	0.0038	0	2.868	1.103
A03	Drugs for functional gastrointestinal disorders	L04	Immunosuppressants	M03	Muscle relaxants	54312	106	0.002	0	6.542	2.652
C01	Cardiac therapy	C02	Antihypertensives	D11	Other dermatological preparations	54311	305	0.0056	0	28.687	4.44
A03	Drugs for functional gastrointestinal disorders	N04	Anti-parkinson drugs	R01	Nasal preparations	54298	124	0.0023	0	3.252	1.959
A03	Drugs for functional gastrointestinal disorders	B01	Antithrombotic agents	N04	Anti-parkinson drugs	54266	<100	 	0	5.791	3.429
B01	Antithrombotic agents	C02	Antihypertensives	N04	Anti-parkinson drugs	54265	<100	 	0	6.873	2.154
A03	Drugs for functional gastrointestinal disorders	A06	Drugs for constipation	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	54262	1936	0.0357	0	24.189	3.436
C10	Lipid modifying agents	J04	Antimycobacterials	N06	Psychoanaleptics	54262	733	0.0135	0	0.413	0.593
C02	Antihypertensives	C08	Calcium channel blockers	P01	Antiprotozoals	54246	316	0.0058	0	3.332	0.979
C07	Beta blocking agents	D01	Antifungals for dermatological use	L01	Antineoplastic agents	54226	331	0.0061	0	1.48	1.14
H02	Corticosteroids for systemic use	M01	Anti-inflammatory and antirheumatic products	N07	Other nervous system drugs	54211	803	0.0148	0	3.85	2.032
C10	Lipid modifying agents	J01	Antibacterials for systemic use	L03	Immunostimulants	54206	744	0.0137	0	0.476	0.755
A03	Drugs for functional gastrointestinal disorders	A06	Drugs for constipation	R03	Drugs for obstructive airway diseases	54203	433	0.008	0	6.483	1.322
G01	Gynecological antiinfectives and antiseptics	M04	Antigout preparations	N05	Psycholeptics	54190	175	0.0032	0	1.072	1.258
A04	Antiemetics and antinauseants	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	S02	Otologicals	54189	563	0.0104	0	12.39	3.831
A04	Antiemetics and antinauseants	D07	Corticosteroids, dermatological preparations	H02	Corticosteroids for systemic use	54163	587	0.0108	0	5.235	2.707
C01	Cardiac therapy	J01	Antibacterials for systemic use	J05	Antivirals for systemic use	54162	694	0.0128	0	0.473	0.622
C07	Beta blocking agents	D05	Antipsoriatics	G03	Sex hormones and modulators of the genital system	54161	528	0.0097	0	0.46	0.267
A02	Drugs for acid related disorders	A08	Antiobesity preparations, excluding diet products	A10	Drugs used in diabetes	54150	1071	0.0198	0	1.04	1.045
A06	Drugs for constipation	A10	Drugs used in diabetes	H02	Corticosteroids for systemic use	54147	347	0.0064	0	1.318	0.822
A10	Drugs used in diabetes	H05	Calcium homeostasis	V03	All other therapeutic products	54144	676	0.0125	0	62.126	1.742
A02	Drugs for acid related disorders	M02	Topical products for joint and muscular pain	N07	Other nervous system drugs	54129	698	0.0129	0	5.933	2.606
N05	Psycholeptics	R01	Nasal preparations	V03	All other therapeutic products	54119	<100	 	0	1.895	0.877
C07	Beta blocking agents	D09	Medicated dressings	N03	Antiepileptics	54107	407	0.0075	0	1.303	1.11
A06	Drugs for constipation	C07	Beta blocking agents	M05	Drugs for treatment of bone diseases	54090	714	0.0132	0	2.56	1.678
G03	Sex hormones and modulators of the genital system	J01	Antibacterials for systemic use	R02	Throat preparations	54065	114	0.0021	0	0.891	0.197
B01	Antithrombotic agents	D09	Medicated dressings	J01	Antibacterials for systemic use	54062	521	0.0096	0	1.753	0.755
A08	Antiobesity preparations, excluding diet products	C09	Agents acting on the renin-angiotensin system	M01	Anti-inflammatory and antirheumatic products	54058	756	0.014	0	1.615	1.031
G03	Sex hormones and modulators of the genital system	M03	Muscle relaxants	M04	Antigout preparations	54044	159	0.0029	0	0.341	0.379
A04	Antiemetics and antinauseants	A11	Vitamins	N05	Psycholeptics	54033	380	0.007	0	5.073	2.664
A04	Antiemetics and antinauseants	A10	Drugs used in diabetes	H02	Corticosteroids for systemic use	54030	206	0.0038	0	1.154	0.597
A03	Drugs for functional gastrointestinal disorders	J05	Antivirals for systemic use	R06	Antihistamines for systemic use	54024	664	0.0123	0	3.311	1.301
A05	Bile and liver therapy	C10	Lipid modifying agents	N02	Analgesics	54004	182	0.0034	0	1.197	1.017
A06	Drugs for constipation	A11	Vitamins	N02	Analgesics	53988	417	0.0077	0	4.925	2.033
A03	Drugs for functional gastrointestinal disorders	C07	Beta blocking agents	J05	Antivirals for systemic use	53985	282	0.0052	0	1.163	0.855
A06	Drugs for constipation	C02	Antihypertensives	C03	Diuretics	53948	193	0.0036	0	3.925	1.832
D07	Corticosteroids, dermatological preparations	H03	Thyroid therapy	L02	Endocrine therapy	53933	1933	0.0358	0	1.728	1.118
A10	Drugs used in diabetes	A12	Mineral supplements	G04	Urologicals	53928	648	0.012	0	4.949	1.659
A10	Drugs used in diabetes	C04	Peripheral vasodilators	N02	Analgesics	53920	134	0.0025	0	3.587	1.79
M05	Drugs for treatment of bone diseases	P01	Antiprotozoals	R06	Antihistamines for systemic use	53919	491	0.0091	0	3.083	1.789
A11	Vitamins	B01	Antithrombotic agents	L04	Immunosuppressants	53905	306	0.0057	0	5.205	2.026
C01	Cardiac therapy	C03	Diuretics	J02	Antimycotics for systemic use	53891	109	0.002	0	2.425	1.192
C09	Agents acting on the renin-angiotensin system	L02	Endocrine therapy	S02	Otologicals	53885	594	0.011	0	1.357	1.2
C08	Calcium channel blockers	N04	Anti-parkinson drugs	S02	Otologicals	53866	162	0.003	0	1.545	1.466
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D06	Antibiotics and chemotherapeutics for dermatological use	M04	Antigout preparations	53864	<100	 	0	8.064	0.858
J01	Antibacterials for systemic use	N01	Anesthetics	N06	Psychoanaleptics	53849	827	0.0154	0	1.12	1.02
C03	Diuretics	D01	Antifungals for dermatological use	M02	Topical products for joint and muscular pain	53843	326	0.0061	0	1.713	1.346
H03	Thyroid therapy	N01	Anesthetics	N06	Psychoanaleptics	53838	1190	0.0221	0	1.82	1.619
C08	Calcium channel blockers	D10	Anti-acne preparations	G03	Sex hormones and modulators of the genital system	53829	1024	0.019	0	0.124	0.244
A01	Stomatological preparations	L01	Antineoplastic agents	N02	Analgesics	53818	884	0.0164	0	2.027	0.527
A01	Stomatological preparations	A10	Drugs used in diabetes	N03	Antiepileptics	53810	561	0.0104	0	0.407	0.539
C01	Cardiac therapy	H05	Calcium homeostasis	N05	Psycholeptics	53810	160	0.003	0	7.503	1.889
A11	Vitamins	C08	Calcium channel blockers	S02	Otologicals	53778	327	0.0061	0	2.032	1.333
A05	Bile and liver therapy	C10	Lipid modifying agents	N05	Psycholeptics	53771	888	0.0165	0	1.398	1.089
C02	Antihypertensives	H02	Corticosteroids for systemic use	S01	Ophthalmologicals	53757	157	0.0029	0	3.039	1.76
G01	Gynecological antiinfectives and antiseptics	J01	Antibacterials for systemic use	N04	Anti-parkinson drugs	53757	482	0.009	0	0.94	0.768
C03	Diuretics	D09	Medicated dressings	G03	Sex hormones and modulators of the genital system	53754	878	0.0163	0	0.304	0.426
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C09	Agents acting on the renin-angiotensin system	J02	Antimycotics for systemic use	53751	276	0.0051	0	1.784	1.081
B01	Antithrombotic agents	L02	Endocrine therapy	M05	Drugs for treatment of bone diseases	53749	1280	0.0238	0	6.939	1.514
C01	Cardiac therapy	L02	Endocrine therapy	N02	Analgesics	53710	116	0.0022	0	1.855	1.493
H02	Corticosteroids for systemic use	L02	Endocrine therapy	R03	Drugs for obstructive airway diseases	53706	600	0.0112	0	1.821	0.963
C08	Calcium channel blockers	N01	Anesthetics	N02	Analgesics	53702	<100	 	0	3.813	1.819
A10	Drugs used in diabetes	H02	Corticosteroids for systemic use	J02	Antimycotics for systemic use	53698	563	0.0105	0	1.932	0.82
A10	Drugs used in diabetes	G04	Urologicals	H05	Calcium homeostasis	53697	172	0.0032	0	2.683	1.446
D09	Medicated dressings	G03	Sex hormones and modulators of the genital system	H03	Thyroid therapy	53692	3261	0.0607	0	0.55	0.677
A01	Stomatological preparations	J05	Antivirals for systemic use	N06	Psychoanaleptics	53679	4291	0.0799	0	0.789	1.122
