drug_name_A	drug_name_B	drug_name_C	drug_name_D	drug_name_E	atleast_exposure_count	exact_exposure_count	estimate_drug_cost_per_day	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
furosemide	hydrocodone	metformin	acetaminophen	glyburide	15391	135	4.68	0.0088	0	235.725	1.386
atorvastatin	furosemide	salmeterol	fluticasone	thyroxine	15391	<100	13.1	 	0	93.907	0.668
fenofibrate	hydrocodone	metformin	pioglitazone	acetaminophen	15388	147	12.68	0.0096	0	215.176	1.661
atorvastatin	hydrochlorothiazide	metformin	metoprolol	fluticasone	15386	<100	8.44	 	0	7.548	0.366
amlodipine	atorvastatin	glipizide	metoprolol	pioglitazone	15374	<100	10.64	 	0	353.274	2.597
amlodipine	gabapentin	hydrochlorothiazide	metoprolol	simvastatin	15374	131	5.08	0.0085	0	16.243	0.906
amlodipine	atenolol	fenofibrate	hydrochlorothiazide	simvastatin	15373	291	5.87	0.0189	0	29.369	1.697
atenolol	hydrochlorothiazide	lisinopril	metformin	acetaminophen	15368	<100	3.72	 	0	7.371	0.321
atorvastatin	fenofibrate	metformin	metoprolol	valsartan	15367	220	10.15	0.0143	0	96.022	2.369
clopidogrel	metoprolol	simvastatin	valsartan	thyroxine	15365	551	8.63	0.0359	0	42.941	0.795
duloxetine	hydrocodone	simvastatin	acetaminophen	thyroxine	15365	253	9.88	0.0165	0	25.513	0.397
amlodipine	hydrocodone	omeprazole	zolpidem	acetaminophen	15359	257	6.15	0.0167	0	33.398	0.469
hydrochlorothiazide	metformin	metoprolol	omeprazole	rosuvastatin	15354	<100	7.6	 	0	24.507	1.222
amlodipine	hydrochlorothiazide	hydrocodone	pantoprazole	acetaminophen	15354	134	6.69	0.0087	0	19.835	0.488
amoxicillin	prednisone	albuterol	clavulanate	fluticasone	15353	3416	10.64	0.2225	0	733.912	1.131
ezetimibe	hydrochlorothiazide	simvastatin	acetaminophen	thyroxine	15353	<100	6.81	 	0	7.417	0.349
atorvastatin	furosemide	hydrochlorothiazide	metformin	valsartan	15352	222	7.57	0.0145	0	38.56	1.02
levonorgestrel	salmeterol	albuterol	ethinyl estradiol	fluticasone	15350	6598	15.53	0.4298	0	452.346	6.646
glipizide	hydrochlorothiazide	lisinopril	metformin	insulin, isophane	15349	537	NA	0.035	0	548.583	3.224
hydrochlorothiazide	lisinopril	metoprolol	fluticasone	thyroxine	15348	607	5.3	0.0395	0	3.362	0.483
hydrochlorothiazide	insulin glargine	metformin	simvastatin	triamterene	15344	185	10.35	0.0121	0	93.096	1.979
amlodipine	atenolol	atorvastatin	benazepril	thyroxine	15342	1427	5.71	0.093	0	49.07	1.22
amlodipine	hydrochlorothiazide	metoprolol	oxycodone	acetaminophen	15342	270	8.01	0.0176	0	18.25	0.488
furosemide	lisinopril	metoprolol	simvastatin	tamsulosin	15340	263	3.5	0.0171	0	79.05	1.351
atorvastatin	duloxetine	hydrochlorothiazide	hydrocodone	acetaminophen	15340	<100	12.02	 	0	25.973	0.503
clopidogrel	furosemide	insulin glargine	metoprolol	simvastatin	15340	<100	12.77	 	0	435.041	1.376
atorvastatin	esomeprazole	salmeterol	albuterol	fluticasone	15337	436	20.55	0.0284	0	264.672	0.647
amlodipine	hydrochlorothiazide	lisinopril	losartan	metoprolol	15332	1064	3.85	0.0694	0	9.299	0.266
atorvastatin	clopidogrel	metoprolol	valsartan	thyroxine	15329	788	10.29	0.0514	0	57.401	0.801
atorvastatin	hydrochlorothiazide	hydrocodone	meloxicam	acetaminophen	15310	109	6.51	0.0071	0	23.223	0.449
amlodipine	clopidogrel	metformin	simvastatin	glyburide	15310	102	7.63	0.0067	0	208.387	1.367
amlodipine	metoprolol	salmeterol	fluticasone	thyroxine	15310	215	12.29	0.014	0	34.807	0.599
atenolol	gemfibrozil	hydrochlorothiazide	lisinopril	metformin	15309	670	2.9	0.0438	0	119.463	2.892
atorvastatin	glipizide	hydrochlorothiazide	insulin glargine	lisinopril	15307	307	11.3	0.0201	0	124.359	1.632
hydrocodone	lisinopril	metoprolol	sertraline	acetaminophen	15305	286	4.24	0.0187	0	17.082	0.462
hydrochlorothiazide	latanoprost	lisinopril	metformin	simvastatin	15304	896	4.64	0.0585	0	37.772	1.282
amlodipine	hydrochlorothiazide	lisinopril	metformin	pantoprazole	15295	268	5.24	0.0175	0	15.158	0.697
esomeprazole	salmeterol	albuterol	fluticasone	thyroxine	15292	502	18.34	0.0328	0	174.788	0.427
clopidogrel	hydrochlorothiazide	metformin	metoprolol	pravastatin	15290	<100	6.95	 	0	61.942	1.202
losartan	salmeterol	albuterol	fluticasone	tiotropium	15288	394	19.76	0.0258	0	2698.652	0.564
amoxicillin	hydrocodone	sulfamethoxazole	acetaminophen	clavulanate	15285	<100	8.35	 	0	468.07	0.859
hydrocodone	sulfamethoxazole	trimethoprim	acetaminophen	clavulanate	15285	<100	7.27	 	0	1513.135	0.645
fexofenadine	hydrochlorothiazide	salmeterol	albuterol	fluticasone	15284	185	14.78	0.0121	0	225.474	0.418
hydrocodone	ibuprofen	lisinopril	metformin	acetaminophen	15283	651	4.81	0.0426	0	31.581	0.682
amlodipine	insulin glargine	metformin	pioglitazone	simvastatin	15280	<100	16.4	 	0	272.115	1.091
hydrochlorothiazide	lisinopril	oxycodone	acetaminophen	thyroxine	15277	957	6.72	0.0626	0	8.297	0.252
amlodipine	atorvastatin	irbesartan	metformin	metoprolol	15276	289	7.69	0.0189	0	113.494	2.763
atorvastatin	cyclobenzaprine	hydrocodone	lisinopril	acetaminophen	15274	669	6.22	0.0438	0	34.755	0.419
amlodipine	hydrochlorothiazide	simvastatin	alendronate	thyroxine	15273	325	4.23	0.0213	0	15.22	1.452
amlodipine	hydrochlorothiazide	metformin	omeprazole	triamterene	15272	236	4.26	0.0155	0	31.918	0.798
amlodipine	atorvastatin	benazepril	salmeterol	fluticasone	15268	1511	15.37	0.099	0	161.135	1.325
amlodipine	hydrochlorothiazide	insulin glargine	metformin	rosuvastatin	15266	<100	14.56	 	0	90.096	1.551
amlodipine	atenolol	hydrochlorothiazide	omeprazole	thyroxine	15263	219	3.39	0.0143	0	11.062	0.939
ezetimibe	hydrochlorothiazide	simvastatin	valsartan	acetaminophen	15263	119	9.47	0.0078	0	24.807	0.289
amlodipine	hydrochlorothiazide	irbesartan	metoprolol	thyroxine	15261	861	5.13	0.0564	0	36.33	0.907
atorvastatin	caffeine	hydrochlorothiazide	acetaminophen	butalbital	15261	133	9.23	0.0087	0	1427.628	0.469
hydrochlorothiazide	montelukast	salmeterol	albuterol	ipratropium	15252	<100	16.98	 	0	1476.607	0.47
amlodipine	atorvastatin	lisinopril	metformin	fluticasone	15249	315	8.41	0.0207	0	10.015	0.483
clopidogrel	furosemide	salmeterol	simvastatin	fluticasone	15243	<100	14.94	 	0	328.948	1.08
amlodipine	salmeterol	valsartan	albuterol	fluticasone	15243	663	16.39	0.0435	0	240.03	0.962
amlodipine	atenolol	hydrochlorothiazide	simvastatin	glyburide	15236	<100	3.62	 	0	62.771	2.603
esomeprazole	hydrocodone	simvastatin	acetaminophen	thyroxine	15235	291	9.81	0.0191	0	13.624	0.395
alprazolam	fluoxetine	hydrochlorothiazide	hydrocodone	acetaminophen	15233	163	4.68	0.0107	0	40.415	0.353
lisinopril	metformin	montelukast	simvastatin	fluticasone	15231	220	8.56	0.0144	0	16.55	1.282
atorvastatin	furosemide	lisinopril	metoprolol	spironolactone	15229	868	3.99	0.057	0	160.976	1.536
cyclobenzaprine	gabapentin	hydrocodone	simvastatin	acetaminophen	15229	478	5.92	0.0314	0	129.321	0.34
hydrochlorothiazide	insulin detemir	lisinopril	metformin	insulin, aspart, human	15228	562	NA	0.0369	0	1229.943	2.742
alprazolam	hydrochlorothiazide	lisinopril	oxycodone	acetaminophen	15228	1152	6.8	0.0757	0	28.59	0.632
amlodipine	atorvastatin	furosemide	salmeterol	fluticasone	15227	<100	13.97	 	0	138.78	0.987
amlodipine	atorvastatin	metformin	metoprolol	isosorbide	15225	112	5.88	0.0074	0	150.162	1.313
hydrocodone	metoprolol	simvastatin	acetaminophen	fluticasone	15225	195	7.65	0.0128	0	10.125	0.268
amlodipine	atorvastatin	hydrochlorothiazide	valsartan	warfarin	15222	718	7.93	0.0472	0	51.275	1.204
glipizide	hydrochlorothiazide	losartan	lovastatin	metformin	15219	1234	4.1	0.0811	0	393.88	3.366
allopurinol	amlodipine	fenofibrate	hydrochlorothiazide	metformin	15208	<100	6.14	 	0	102.237	2.741
bupropion	hydrocodone	lisinopril	simvastatin	acetaminophen	15208	259	5.96	0.017	0	15.066	0.441
amlodipine	salmeterol	fluticasone	thyroxine	tiotropium	15208	273	18.19	0.018	0	387.352	0.525
amlodipine	lisinopril	metoprolol	warfarin	thyroxine	15206	454	2.8	0.0299	0	21.844	0.912
amlodipine	atenolol	atorvastatin	furosemide	metformin	15202	135	5.14	0.0089	0	66.053	2.014
amlodipine	hydrochlorothiazide	lisinopril	metoprolol	zolpidem	15200	779	4.07	0.0512	0	8.875	0.502
amlodipine	clopidogrel	metoprolol	rosuvastatin	valsartan	15199	1094	12.72	0.072	0	224.584	2.551
hydrochlorothiazide	metformin	triamterene	glyburide	thyroxine	15197	416	3.07	0.0274	0	107.263	0.923
glimepiride	lisinopril	metoprolol	pioglitazone	simvastatin	15186	384	8.08	0.0253	0	238.775	1.593
hydrochlorothiazide	lisinopril	montelukast	salmeterol	simvastatin	15186	<100	11.71	 	0	25.655	1.163
amlodipine	benazepril	hydrochlorothiazide	meloxicam	simvastatin	15185	1048	4.73	0.069	0	56.455	1.184
citalopram	hydrocodone	metoprolol	simvastatin	acetaminophen	15185	363	4.61	0.0239	0	23.285	0.617
amlodipine	gabapentin	hydrocodone	zolpidem	acetaminophen	15183	170	6.81	0.0112	0	81.46	0.403
esomeprazole	ezetimibe	metformin	metoprolol	simvastatin	15181	198	11.89	0.013	0	67.506	1.1
hydrochlorothiazide	metformin	sitagliptin	triamterene	thyroxine	15172	519	9.14	0.0342	0	93.318	1.172
hydrochlorothiazide	lisinopril	metformin	simvastatin	testosterone	15170	865	11.7	0.057	0	31.976	1.085
amoxicillin	codeine	promethazine	albuterol	clavulanate	15167	4939	9.95	0.3256	0	6029.807	1.575
amlodipine	benazepril	hydrocodone	rosuvastatin	acetaminophen	15166	1256	9.61	0.0828	0	93.964	0.595
esomeprazole	ezetimibe	salmeterol	simvastatin	fluticasone	15165	468	20.24	0.0309	0	269.772	1.513
amlodipine	fenofibrate	hydrochlorothiazide	pioglitazone	simvastatin	15163	<100	11.57	 	0	79.407	1.805
amlodipine	clonidine	hydrochlorothiazide	losartan	metformin	15162	324	5.06	0.0214	0	115.638	1.977
hydrochlorothiazide	hydrocodone	valsartan	acetaminophen	fluticasone	15160	460	9.92	0.0303	0	14.734	0.257
bupropion	montelukast	salmeterol	albuterol	fluticasone	15158	1504	17.27	0.0992	0	599.382	0.382
atorvastatin	glipizide	hydrochlorothiazide	metoprolol	sitagliptin	15154	<100	11.06	 	0	206.198	1.62
amlodipine	glimepiride	hydrochlorothiazide	pioglitazone	sitagliptin	15154	<100	15.01	 	0	1377.484	2.271
ezetimibe	furosemide	hydrochlorothiazide	metformin	simvastatin	15152	<100	6.36	 	0	37.323	0.551
atorvastatin	hydrochlorothiazide	metoprolol	omeprazole	triamterene	15152	1499	5.09	0.0989	0	31.633	0.726
amlodipine	atorvastatin	hydrochlorothiazide	sertraline	valsartan	15150	1174	8.06	0.0775	0	27.239	0.64
hydrochlorothiazide	metoprolol	omeprazole	simvastatin	fluticasone	15149	230	6.55	0.0152	0	7.577	0.663
atorvastatin	furosemide	gabapentin	hydrocodone	acetaminophen	15148	<100	7.04	 	0	108.907	0.505
alprazolam	gabapentin	hydrocodone	metoprolol	acetaminophen	15147	266	5.44	0.0176	0	93.899	0.457
alprazolam	citalopram	hydrocodone	zolpidem	acetaminophen	15139	1951	4.72	0.1289	0	142.621	0.645
amlodipine	benazepril	pioglitazone	simvastatin	sitagliptin	15136	160	16.1	0.0106	0	935.666	3.384
hydrochlorothiazide	hydrocodone	venlafaxine	acetaminophen	thyroxine	15133	136	7.1	0.009	0	14.642	0.417
amlodipine	doxazosin	hydrochlorothiazide	lisinopril	metoprolol	15132	1083	3.17	0.0716	0	65.324	1.72
hydrocodone	sulfamethoxazole	trimethoprim	acetaminophen	ethinyl estradiol	15132	<100	5.39	 	0	277.721	0.118
metoprolol	montelukast	salmeterol	fluticasone	thyroxine	15127	309	14.1	0.0204	0	76.237	0.394
fenofibrate	hydrochlorothiazide	losartan	metoprolol	thyroxine	15122	430	5.61	0.0284	0	29.108	0.972
amlodipine	clonidine	hydrocodone	metoprolol	acetaminophen	15122	272	5.57	0.018	0	100.689	1.087
clopidogrel	hydrochlorothiazide	irbesartan	metoprolol	simvastatin	15121	1354	8.31	0.0895	0	128.686	3.557
citalopram	hydrocodone	lisinopril	metoprolol	acetaminophen	15120	286	3.96	0.0189	0	21.818	0.59
amitriptyline	hydrochlorothiazide	hydrocodone	triamterene	acetaminophen	15119	424	4	0.028	0	141.768	1.132
insulin glargine	lisinopril	metoprolol	simvastatin	thyroxine	15118	253	9.38	0.0167	0	23.239	0.76
lisinopril	simvastatin	albuterol	fluticasone	ipratropium	15116	143	10.77	0.0095	0	215.915	0.764
amlodipine	hydrochlorothiazide	metoprolol	pioglitazone	sitagliptin	15114	<100	15.16	 	0	205.225	2.095
clopidogrel	hydrochlorothiazide	lisinopril	metoprolol	glyburide	15112	<100	6.08	 	0	97.461	2.071
duloxetine	hydrocodone	metformin	simvastatin	acetaminophen	15112	<100	10.71	 	0	39.473	0.691
amlodipine	clopidogrel	furosemide	simvastatin	isosorbide	15111	<100	6.36	 	0	889.767	1.247
atorvastatin	lisinopril	salmeterol	fluticasone	thyroxine	15111	610	13.21	0.0404	0	23.683	0.533
hydrocodone	metoprolol	simvastatin	tamsulosin	acetaminophen	15110	322	5.99	0.0213	0	38.677	0.742
amlodipine	carvedilol	ezetimibe	metformin	simvastatin	15108	<100	7.64	 	0	116.132	1.407
clopidogrel	hydrochlorothiazide	metformin	rosuvastatin	valsartan	15107	209	12.84	0.0138	0	115.069	2.243
celecoxib	hydrochlorothiazide	hydrocodone	metoprolol	acetaminophen	15107	192	9.25	0.0127	0	37.62	0.633
citalopram	hydrochlorothiazide	hydrocodone	metoprolol	acetaminophen	15107	274	4.54	0.0181	0	15.645	0.487
clopidogrel	hydrochlorothiazide	lisinopril	pioglitazone	simvastatin	15105	193	11.57	0.0128	0	52.936	1.4
amlodipine	benazepril	ezetimibe	hydrocodone	acetaminophen	15105	205	8.95	0.0136	0	103.733	0.657
amlodipine	hydrochlorothiazide	pioglitazone	simvastatin	olmesartan	15104	365	11.66	0.0242	0	101.376	2.924
atenolol	hydrochlorothiazide	lisinopril	pioglitazone	glyburide	15102	131	7.64	0.0087	0	318.585	2.556
metformin	omeprazole	salmeterol	albuterol	fluticasone	15102	117	14.29	0.0077	0	159.965	0.491
amlodipine	carvedilol	losartan	metformin	simvastatin	15099	419	5.21	0.0278	0	84.915	1.837
ezetimibe	hydrochlorothiazide	simvastatin	triamterene	acetaminophen	15092	<100	6.69	 	0	39.629	0.374
amlodipine	atenolol	lisinopril	metformin	omeprazole	15090	226	3.64	0.015	0	23.972	1.256
amlodipine	hydrochlorothiazide	lisinopril	pantoprazole	simvastatin	15090	1316	4.96	0.0872	0	10.713	0.753
amlodipine	atorvastatin	clonidine	lisinopril	metformin	15088	133	6.01	0.0088	0	74.846	1.638
hydrochlorothiazide	hydrocodone	lisinopril	sitagliptin	acetaminophen	15087	119	10.51	0.0079	0	25.022	0.566
atorvastatin	fenofibrate	hydrochlorothiazide	lisinopril	omeprazole	15086	816	7.32	0.0541	0	19.868	1.247
atorvastatin	carvedilol	lisinopril	metformin	thyroxine	15086	303	5.22	0.0201	0	24.949	0.709
atorvastatin	hydrochlorothiazide	lisinopril	metoprolol	nifedipine	15086	2226	5.48	0.1476	0	45.611	2.085
clopidogrel	furosemide	metoprolol	omeprazole	simvastatin	15086	312	6.36	0.0207	0	111.172	0.921
caffeine	hydrocodone	lisinopril	acetaminophen	butalbital	15083	281	7.55	0.0186	0	2223.095	0.189
hydrocodone	lisinopril	metformin	pregabalin	acetaminophen	15083	124	10.3	0.0082	0	85.779	0.816
atorvastatin	fenofibrate	losartan	metformin	metoprolol	15082	268	8.17	0.0178	0	90.601	2.235
alprazolam	esomeprazole	hydrocodone	zolpidem	acetaminophen	15078	664	10.24	0.044	0	128.792	0.582
amlodipine	hydrochlorothiazide	lisinopril	sitagliptin	glyburide	15077	<100	9.48	 	0	186.239	2.089
amlodipine	atorvastatin	insulin glargine	metformin	sitagliptin	15077	203	18.87	0.0135	0	418.146	1.45
hydrocodone	metformin	pioglitazone	acetaminophen	thyroxine	15074	163	10.15	0.0108	0	41.93	0.324
furosemide	metformin	metoprolol	salmeterol	fluticasone	15073	<100	12.04	 	0	148.973	0.776
hydrochlorothiazide	losartan	metformin	simvastatin	tamsulosin	15072	703	5.48	0.0466	0	44.19	1.269
amlodipine	hydrochlorothiazide	lovastatin	metformin	valsartan	15063	894	6.85	0.0594	0	75.168	1.623
hydrocodone	meloxicam	metformin	simvastatin	acetaminophen	15061	289	5.2	0.0192	0	35.244	0.725
carvedilol	hydrochlorothiazide	insulin glargine	metformin	simvastatin	15052	<100	11.15	 	0	110.271	1.15
amlodipine	furosemide	metformin	pioglitazone	simvastatin	15051	<100	9.18	 	0	133.793	1.462
amlodipine	atenolol	hydrocodone	acetaminophen	thyroxine	15050	314	4.49	0.0209	0	14.502	0.414
amlodipine	atenolol	atorvastatin	metformin	chlorthalidone	15049	545	5.34	0.0362	0	344.201	3.551
amlodipine	hydrocodone	losartan	acetaminophen	thyroxine	15048	320	5.33	0.0213	0	15.817	0.402
amlodipine	clopidogrel	fenofibrate	metoprolol	rosuvastatin	15043	446	12.59	0.0296	0	332.131	1.726
duloxetine	hydrocodone	lisinopril	acetaminophen	thyroxine	15043	197	9.23	0.0131	0	23.506	0.365
amlodipine	atorvastatin	clopidogrel	metoprolol	olmesartan	15042	1103	11.12	0.0733	0	161.129	1.815
diltiazem	hydrochlorothiazide	lisinopril	metoprolol	warfarin	15040	798	3.33	0.0531	0	82.907	1.126
alprazolam	hydrochlorothiazide	hydrocodone	acetaminophen	fluticasone	15038	<100	7.34	 	0	15.016	0.282
gabapentin	hydrocodone	lisinopril	meloxicam	acetaminophen	15036	417	4.98	0.0277	0	111.605	0.536
carvedilol	digoxin	enalapril	furosemide	warfarin	15034	1158	2.08	0.077	0	38640.799	5.414
gabapentin	hydrochlorothiazide	losartan	metformin	simvastatin	15034	434	5.4	0.0289	0	34.8	0.999
hydrochlorothiazide	hydrocodone	insulin glargine	simvastatin	acetaminophen	15028	<100	11.82	 	0	23.187	0.49
hydrochlorothiazide	hydrocodone	lisinopril	verapamil	acetaminophen	15027	1396	4.68	0.0929	0	31.643	0.716
fenofibrate	hydrochlorothiazide	metformin	metoprolol	triamterene	15027	391	5.64	0.026	0	76.464	2.077
hydrochlorothiazide	metformin	montelukast	albuterol	fluticasone	15025	<100	10.35	 	0	33.283	0.738
glipizide	hydrochlorothiazide	losartan	simvastatin	sitagliptin	15016	238	9.76	0.0158	0	317.246	3.34
amlodipine	hydrochlorothiazide	hydrocodone	lorazepam	acetaminophen	15016	120	5.38	0.008	0	25.849	0.516
glipizide	lisinopril	metoprolol	omeprazole	simvastatin	15014	212	3.07	0.0141	0	48.327	1.398
clopidogrel	hydrochlorothiazide	metoprolol	salmeterol	fluticasone	15006	<100	15.4	 	0	82.367	0.501
atorvastatin	hydrocodone	metoprolol	valsartan	acetaminophen	15005	269	8.97	0.0179	0	25.78	0.668
atorvastatin	hydrochlorothiazide	metoprolol	pioglitazone	sitagliptin	15004	<100	16.5	 	0	205.918	1.78
hydrochlorothiazide	hydrocodone	losartan	pravastatin	acetaminophen	15000	927	5.16	0.0618	0	36.872	0.699
amlodipine	atorvastatin	hydrochlorothiazide	valsartan	acetaminophen	14999	<100	8.89	 	0	11.037	0.259
esomeprazole	ezetimibe	lisinopril	metformin	simvastatin	14994	561	11.47	0.0374	0	45.475	0.766
atorvastatin	montelukast	omeprazole	salmeterol	fluticasone	14994	744	16.59	0.0496	0	157.701	0.544
fenofibrate	hydrochlorothiazide	hydrocodone	losartan	acetaminophen	14992	447	7.47	0.0298	0	40.358	0.765
amoxicillin	codeine	phenylephrine	promethazine	clavulanate	14989	7027	9.89	0.4688	0	71247.459	18.609
amlodipine	atenolol	atorvastatin	furosemide	lisinopril	14986	760	4.21	0.0507	0	43.892	1.464
atorvastatin	benazepril	fenofibrate	hydrochlorothiazide	metformin	14984	430	8.84	0.0287	0	65.118	2.074
amlodipine	fenofibrate	metformin	metoprolol	pioglitazone	14981	<100	11.69	 	0	223.749	1.657
amlodipine	clopidogrel	metoprolol	salmeterol	fluticasone	14981	<100	15.79	 	0	161.406	0.981
amlodipine	losartan	metformin	metoprolol	sitagliptin	14978	147	10.65	0.0098	0	167.292	1.477
salmeterol	albuterol	ethinyl estradiol	fluticasone	norgestimate	14976	6952	14.56	0.4642	0	396.584	7.34
furosemide	hydrocodone	acetaminophen	albuterol	fluticasone	14975	<100	8.33	 	0	75.108	0.916
alprazolam	amlodipine	hydrochlorothiazide	metoprolol	simvastatin	14974	126	3.9	0.0084	0	10.314	0.575
furosemide	hydrocodone	metformin	omeprazole	acetaminophen	14974	<100	5	 	0	45.461	0.541
hydrochlorothiazide	losartan	pioglitazone	simvastatin	sitagliptin	14972	240	15.2	0.016	0	319.045	3.396
ezetimibe	furosemide	lisinopril	simvastatin	thyroxine	14971	304	4.95	0.0203	0	32.664	0.74
amlodipine	benazepril	hydrochlorothiazide	simvastatin	zolpidem	14968	711	5.59	0.0475	0	28.554	0.599
atorvastatin	exenatide	hydrochlorothiazide	metformin	pioglitazone	14965	<100	19.87	 	0	884.811	1.824
amlodipine	glipizide	hydrochlorothiazide	hydrocodone	acetaminophen	14962	<100	5.23	 	0	29.818	0.746
atorvastatin	digoxin	furosemide	metoprolol	thyroxine	14961	162	3.82	0.0108	0	219.314	1.125
hydrochlorothiazide	pioglitazone	simvastatin	sitagliptin	glyburide	14959	<100	14.8	 	0	1068.437	2.487
hydrochlorothiazide	hydrocodone	sertraline	zolpidem	acetaminophen	14959	138	5.4	0.0092	0	23.998	0.334
allopurinol	hydrochlorothiazide	metoprolol	simvastatin	thyroxine	14956	172	2.78	0.0115	0	14.911	0.814
atenolol	atorvastatin	hydrochlorothiazide	lisinopril	glyburide	14954	213	4.31	0.0142	0	58.599	2.556
ezetimibe	lisinopril	metoprolol	simvastatin	acetaminophen	14954	<100	6.55	 	0	15.65	0.339
clopidogrel	metformin	metoprolol	ramipril	rosuvastatin	14951	1011	10.61	0.0676	0	647.509	2.844
montelukast	salmeterol	ethinyl estradiol	fluticasone	norgestimate	14949	6031	15.48	0.4034	0	409.552	7.58
celecoxib	hydrochlorothiazide	hydrocodone	metformin	acetaminophen	14949	<100	9.76	 	0	37.666	0.634
hydrochlorothiazide	lisinopril	montelukast	omeprazole	fluticasone	14944	413	8.26	0.0276	0	14.982	1.025
gabapentin	hydrocodone	lisinopril	tramadol	acetaminophen	14944	471	5.69	0.0315	0	109.984	0.379
amlodipine	hydrochlorothiazide	metoprolol	omeprazole	rosuvastatin	14943	250	7.64	0.0167	0	22.648	1.153
ezetimibe	glipizide	hydrochlorothiazide	lisinopril	pioglitazone	14942	<100	10.73	 	0	349.335	2.75
clopidogrel	hydrochlorothiazide	hydrocodone	valsartan	acetaminophen	14941	271	10.42	0.0181	0	39.44	0.688
bupropion	hydrochlorothiazide	lisinopril	metformin	thyroxine	14940	487	4.54	0.0326	0	7.232	0.686
amitriptyline	hydrochlorothiazide	hydrocodone	simvastatin	acetaminophen	14940	<100	4.67	 	0	29.042	0.602
